Frame;Time;HeadPosition_x;HeadPosition_y;HeadPosition_z;HeadRotation_x;HeadRotation_y;HeadRotation_z;HandDetected;HighConfidence;HandPosition_x;HandPosition_y;HandPosition_z;HandRotation_x;HandRotation_y;HandRotation_z;HandVelocity_x;HandVelocity_y;HandVelocity_z;WristTwist;IsPinchGrabbing;IsPalmGrabbing;IsAutogripGrabbing;StrengthThumbIndex;StrengthThumbMiddle;StrengthThumbRing;StrengthThumbPinky;StrengthPalmIndex;StrengthPalmMiddle;StrengthPalmRing;StrengthPalmPinky;GrabIdentifier;MovedCorrectly
21940;0,9199997;-0,0020;0,7019;0,0746;26,3863;9,4446;1,9397;True;True;0,1366;0,4937;0,2943;14,8267;57,4001;323,0324;-0,5613;0,3375;0,2123;-161,5770;True;False;False;1,0000;1,0000;1,0000;1,0000;0,0000;0,0000;0,0000;0,0000;089f933d-d8b6-4508-96fa-c4a94acf389b;False;
21945;0,9799996;-0,0022;0,7025;0,0739;26,5266;9,1182;2,0456;True;True;0,0286;0,5009;0,2845;14,0811;40,3763;308,3384;-2,5588;-0,0535;-0,7642;-152,5785;True;False;False;1,0000;1,0000;1,0000;1,0000;0,0000;0,0000;0,0000;0,0000;089f933d-d8b6-4508-96fa-c4a94acf389b;False;
21955;1,12;-0,0055;0,7033;0,0731;26,3560;8,8765;1,8653;True;True;-0,0127;0,3900;0,2815;20,1306;32,0383;350,6022;1,0793;-1,2933;-0,2145;-157,6866;False;False;False;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;;False;
21965;1,259999;-0,0107;0,7030;0,0769;26,0677;8,6494;1,3516;True;True;0,1094;0,3904;0,2895;33,4325;44,5073;342,5509;1,1488;-0,0344;0,1163;-156,3128;False;False;False;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;;True;
21975;1,399999;-0,0128;0,7015;0,0752;26,4186;9,2285;0,9890;True;True;0,1579;0,3992;0,3191;6,1980;83,3224;356,7017;0,0695;-0,1736;0,0894;-161,0017;False;False;False;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;;False;
21985;1,539999;-0,0134;0,7019;0,0762;26,5027;8,8768;1,1341;True;True;0,0917;0,4763;0,3393;8,9496;69,2402;339,0269;-0,6633;0,7254;-0,0209;-164,2153;True;False;False;1,0000;1,0000;1,0000;1,0000;0,0000;0,0000;0,0000;0,0000;45550528-1e9c-410a-82a0-2d51b4282ac6;False;
21995;1,679999;-0,0121;0,7038;0,0749;26,2438;8,3562;0,9906;True;True;-0,0260;0,4649;0,3106;26,2436;42,7487;321,2785;-0,2178;-0,5063;-0,3952;-155,6116;True;False;False;1,0000;1,0000;1,0000;1,0000;0,0000;0,0000;0,0000;0,0000;45550528-1e9c-410a-82a0-2d51b4282ac6;False;
22005;1,819999;-0,0156;0,7033;0,0761;26,3750;9,8840;0,2261;True;True;0,0389;0,3874;0,3341;21,2898;39,1725;358,5195;0,4342;-0,1516;0,0742;-158,3355;False;False;False;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;;False;
22015;1,959999;-0,0179;0,7048;0,0786;26,0122;12,7206;0,0648;True;True;0,2318;0,4052;0,3164;20,7673;76,9200;350,6225;0,7163;0,0269;0,1859;-156,5103;False;False;False;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;;True;
22020;2,019999;-0,0187;0,7048;0,0789;25,6844;13,7863;0,3986;True;True;0,2425;0,3836;0,3136;12,9398;90,8417;355,1256;0,2175;-0,1111;-0,1041;-159,8545;False;False;False;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;;False;
22025;2,099999;-0,0190;0,7037;0,0795;26,0388;13,7845;0,4523;True;True;0,2326;0,4035;0,3140;7,8847;88,2452;357,3370;-0,4648;0,4509;0,3046;-162,2858;True;False;False;1,0000;1,0000;1,0000;1,0000;0,0000;0,0000;0,0000;0,0000;ea65ed1f-29b6-403f-98e2-06594e6bc550;False;
22030;2,159999;-0,0164;0,7030;0,0808;26,3802;13,5356;0,4477;True;True;0,1955;0,4341;0,3551;7,0348;84,0864;353,2159;-0,5369;0,3682;0,8504;-165,4925;True;False;False;1,0000;1,0000;1,0000;1,0000;0,0000;0,0000;0,0000;0,0000;ea65ed1f-29b6-403f-98e2-06594e6bc550;False;
22035;2,239999;-0,0132;0,7026;0,0817;26,8712;12,7363;0,0481;True;True;0,1099;0,4842;0,3515;16,5151;72,6871;336,5142;-0,7399;0,4105;-0,0066;-161,9486;True;False;False;1,0000;1,0000;1,0000;1,0000;0,0000;0,0000;0,0000;0,0000;ea65ed1f-29b6-403f-98e2-06594e6bc550;False;
22040;2,299999;-0,0102;0,7028;0,0817;27,2102;12,1070;359,9803;True;True;0,0162;0,4984;0,3402;23,6180;54,7134;320,3949;-2,2336;0,3004;-0,5479;-154,6706;True;False;False;1,0000;1,0000;1,0000;1,0000;0,0000;0,0000;0,0000;0,0000;ea65ed1f-29b6-403f-98e2-06594e6bc550;False;
22045;2,379998;-0,0070;0,7030;0,0809;27,0623;11,6630;-0,0017;True;True;-0,0624;0,4604;0,3026;29,3238;40,5599;318,9204;-0,7333;-0,4061;-0,2168;-153,7096;True;False;False;1,0000;1,0000;1,0000;1,0000;0,0000;0,0000;0,0000;0,0000;ea65ed1f-29b6-403f-98e2-06594e6bc550;False;
22050;2,439998;-0,0067;0,7019;0,0809;27,3350;11,5698;359,9609;True;True;-0,0370;0,3859;0,3162;23,9180;34,5582;336,8499;1,1435;-0,9039;0,2048;-152,3724;True;False;False;1,0000;1,0000;1,0000;1,0000;0,0000;0,0000;0,0000;0,0000;ea65ed1f-29b6-403f-98e2-06594e6bc550;False;
22060;2,579998;-0,0103;0,7012;0,0847;27,5380;10,7697;359,7310;True;True;0,0694;0,3562;0,2921;28,8617;32,2839;340,9702;1,6064;0,5228;-1,0038;-150,0767;False;False;False;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;;True;
22070;2,719998;-0,0120;0,7016;0,0830;27,2584;10,5472;359,6454;True;True;0,1277;0,4115;0,2910;2,4546;71,8147;357,0832;0,3241;-0,2202;0,4865;-167,3366;False;False;False;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;;False;
22080;2,859998;-0,0092;0,7032;0,0809;26,7900;9,7089;359,6328;True;True;0,1111;0,4552;0,3400;8,8604;66,9038;341,3190;-0,6034;0,3946;0,0411;-165,1933;True;False;False;1,0000;1,0000;1,0000;1,0000;0,0000;0,0000;0,0000;0,0000;8e7b282b-09e5-40f5-af37-58303589af01;False;
22090;2,999998;-0,0070;0,7041;0,0795;26,7337;8,2352;358,4822;True;True;-0,0152;0,4507;0,3230;26,0914;37,2350;319,3746;-0,3065;-0,3893;-0,2753;-154,7121;True;False;False;1,0000;1,0000;1,0000;1,0000;0,0000;0,0000;0,0000;0,0000;8e7b282b-09e5-40f5-af37-58303589af01;False;
22100;3,139998;-0,0097;0,7026;0,0822;27,1296;8,2789;359,2174;True;True;-0,0074;0,3750;0,3248;22,8516;37,8593;13,1835;0,2401;-0,0765;0,0677;-158,5729;False;False;False;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;;True;
22110;3,279998;-0,0081;0,7007;0,0862;27,8110;10,1723;0,2636;True;True;0,1580;0,4293;0,2677;15,4823;63,8958;1,2095;0,6999;0,4003;-0,2244;-168,9916;False;False;False;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;;False;
22115;3,339998;-0,0065;0,7005;0,0883;27,2647;11,3483;0,6544;True;True;0,2138;0,4243;0,2651;10,5097;81,7245;6,7272;1,3495;-0,1425;-0,1842;-171,7276;False;False;False;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;;False;
22120;3,419997;-0,0054;0,6982;0,0880;27,3085;11,7415;0,9709;True;True;0,2538;0,4271;0,2600;357,7511;93,6553;7,4564;0,3735;0,0246;-0,0227;-179,1848;False;False;False;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;;False;
22125;3,479997;-0,0040;0,6981;0,0856;27,7496;12,5616;1,6640;True;True;0,2702;0,4057;0,2825;6,0746;94,6063;358,7476;0,2331;-0,3361;0,5183;174,1008;True;False;False;1,0000;1,0000;1,0000;1,0000;0,0000;0,0000;0,0000;0,0000;ed0073f1-9069-4e44-a380-5e2151ae8ed6;False;
22130;3,559997;-0,0037;0,6994;0,0846;27,3216;12,2213;1,7754;True;True;0,2402;0,4267;0,2995;4,2053;90,3692;352,8583;-0,3546;0,3119;0,1673;166,5179;True;False;False;1,0000;1,0000;1,0000;1,0000;0,0000;0,0000;0,0000;0,0000;ed0073f1-9069-4e44-a380-5e2151ae8ed6;False;
22135;3,619997;-0,0045;0,7003;0,0841;27,4174;10,5670;1,3037;True;True;0,1537;0,4798;0,3124;9,3938;77,3398;343,0380;-1,7066;0,9640;-0,0664;-167,6986;True;False;False;1,0000;1,0000;1,0000;1,0000;0,0000;0,0000;0,0000;0,0000;ed0073f1-9069-4e44-a380-5e2151ae8ed6;False;
22140;3,699997;-0,0067;0,7003;0,0834;27,3432;8,5721;0,5195;True;True;0,0611;0,4836;0,3088;15,2549;61,1630;326,5162;-0,7665;0,0005;-0,0034;-164,2501;True;False;False;1,0000;1,0000;1,0000;1,0000;0,0000;0,0000;0,0000;0,0000;ed0073f1-9069-4e44-a380-5e2151ae8ed6;False;
22145;3,759997;-0,0081;0,7004;0,0824;27,5334;7,0838;0,3207;True;True;-0,0099;0,4687;0,3090;22,7950;45,6016;322,6349;-1,6127;-0,2880;-0,5099;-156,2885;True;False;False;1,0000;1,0000;1,0000;1,0000;0,0000;0,0000;0,0000;0,0000;ed0073f1-9069-4e44-a380-5e2151ae8ed6;False;
22150;3,839997;-0,0090;0,7002;0,0818;27,5830;6,5733;0,5153;True;True;-0,0299;0,4422;0,3051;22,6126;42,1194;346,6057;-0,0482;-0,2277;-0,0098;-161,1384;False;False;False;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;;False;
22155;3,899997;-0,0116;0,6991;0,0830;27,7123;6,6284;0,3305;True;True;0,0029;0,4140;0,3181;18,8133;44,9339;22,7662;0,6276;0,1098;0,2464;-171,6380;False;False;False;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;;False;
22165;4,039997;-0,0136;0,6971;0,0870;28,4476;8,9030;1,5377;True;True;0,1709;0,4508;0,2842;9,3046;63,9736;15,6377;1,4356;0,7029;-0,2230;166,6909;False;False;False;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;;False;
22175;4,179997;-0,0138;0,6959;0,0894;28,5894;11,4683;2,6104;True;True;0,2575;0,4366;0,2593;348,9328;73,7717;17,3238;-0,0524;-0,2678;0,1812;166,6478;False;False;False;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;;False;
22185;4,319997;-0,0125;0,6953;0,0881;28,9371;11,2568;2,5765;True;True;0,2173;0,4529;0,2927;8,9920;80,2732;348,3407;-0,7413;0,5832;0,4620;-167,1502;True;False;False;1,0000;0,9498;0,6325;0,6265;0,0000;0,0000;0,0000;0,0000;b145ab9d-b9c1-4389-8e24-f9aa49e3ba50;False;
22195;4,459997;-0,0147;0,6949;0,0868;29,3086;7,6602;0,8674;True;True;0,0540;0,4614;0,3231;16,9764;53,7450;326,3739;-0,7981;-0,3608;0,0041;-158,2893;True;False;False;1,0000;1,0000;1,0000;1,0000;0,0000;0,0000;0,0000;0,0000;b145ab9d-b9c1-4389-8e24-f9aa49e3ba50;False;
22205;4,599997;-0,0149;0,6936;0,0862;29,8672;5,9735;0,3107;True;True;-0,0128;0,4194;0,3090;26,1159;38,2584;341,3014;0,5243;-0,2266;-0,0974;-161,3302;False;False;False;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;;False;
22215;4,739996;-0,0168;0,6922;0,0883;30,2681;6,2462;0,4504;True;True;0,0791;0,3963;0,3106;12,2877;49,6167;7,3116;1,0112;0,0327;-0,1436;-168,4131;False;False;False;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;;True;
22220;4,799996;-0,0168;0,6918;0,0894;30,7988;6,3987;0,5545;True;True;0,1187;0,4288;0,2904;8,0558;55,6798;12,0166;0,4687;0,7573;-0,5841;-168,7854;False;False;False;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;;False;
22225;4,879996;-0,0162;0,6917;0,0897;30,7519;6,9689;0,5548;True;True;0,1506;0,4279;0,2828;8,1067;58,4973;11,1862;0,3640;0,0462;-0,0837;169,5170;False;False;False;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;;False;
22230;4,939996;-0,0151;0,6911;0,0895;31,0528;7,1567;0,9383;True;True;0,1470;0,4292;0,2710;5,7623;66,5815;354,8221;-0,1340;-0,0519;0,0057;-174,2063;False;False;False;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;;False;
22235;5,019996;-0,0139;0,6911;0,0890;31,1602;7,1376;0,6807;True;True;0,1266;0,4633;0,2970;10,8172;67,7145;346,6823;-0,1276;0,2968;0,2145;-170,3880;True;False;False;1,0000;1,0000;0,9767;1,0000;0,0000;0,0000;0,0000;0,0000;ce894bbd-f59e-4449-a8db-c418f8166c7c;False;
22240;5,079996;-0,0132;0,6915;0,0885;31,0481;6,4655;0,1242;True;True;0,0779;0,4776;0,3133;13,5777;59,6858;334,2449;-1,2953;0,1032;0,1868;-164,5618;True;False;False;1,0000;1,0000;1,0000;1,0000;0,0000;0,0000;0,0000;0,0000;ce894bbd-f59e-4449-a8db-c418f8166c7c;False;
22245;5,159996;-0,0126;0,6916;0,0876;31,0045;5,6492;359,8155;True;True;0,0223;0,4471;0,3261;21,4810;42,3935;317,7852;-0,4824;-0,1863;0,1420;-152,8471;True;False;False;1,0000;1,0000;1,0000;1,0000;0,0000;0,0000;0,0000;0,0000;ce894bbd-f59e-4449-a8db-c418f8166c7c;False;
22250;5,219996;-0,0127;0,6915;0,0870;30,9707;5,0828;359,3866;True;True;-0,0076;0,4324;0,3208;25,5646;32,3833;321,6148;-0,4511;-0,3954;0,0918;-148,9458;True;False;False;1,0000;1,0000;1,0000;1,0000;0,0000;0,0000;0,0000;0,0000;ce894bbd-f59e-4449-a8db-c418f8166c7c;False;
22260;5,359996;-0,0166;0,6901;0,0879;31,3384;5,1176;359,8141;True;True;0,0543;0,4117;0,3186;7,2162;49,9776;9,1782;0,9600;0,0642;-0,2756;-163,7180;False;False;False;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;;False;
22270;5,499996;-0,0184;0,6890;0,0877;31,9542;5,9857;0,3551;True;True;0,1465;0,4196;0,3217;358,0959;75,0868;9,9334;0,1920;-0,2061;0,1599;-173,5403;False;False;False;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;;True;
22280;5,639996;-0,0203;0,6886;0,0876;32,0640;5,8513;0,6458;True;True;0,1355;0,4246;0,3366;8,6606;77,6744;355,6429;-0,5949;0,2506;0,2098;-167,8652;False;False;False;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;;False;
22290;5,779995;-0,0194;0,6890;0,0871;31,9869;4,6125;359,8543;True;True;0,0216;0,4793;0,3308;19,9403;58,4385;333,1330;-0,5718;0,1002;-0,3051;-157,4646;True;False;False;1,0000;1,0000;0,9380;1,0000;0,0000;0,0000;0,0000;0,0000;af34f7f6-e78c-45e1-81e5-8bc5caa1d5ae;False;
22300;5,919995;-0,0173;0,6876;0,0862;32,2745;5,7353;0,3376;True;True;0,0023;0,4365;0,3327;20,5114;40,7225;346,1533;0,4446;0,0365;0,2754;-159,4336;False;False;False;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;;False;
22310;6,059995;-0,0167;0,6852;0,0889;32,8945;8,2844;1,8253;True;True;0,1382;0,4303;0,3124;7,5979;59,5077;11,8518;0,9275;0,1910;-0,1118;166,3914;False;False;False;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;;True;
22315;6,119995;-0,0155;0,6839;0,0904;33,2544;9,7363;2,6351;True;True;0,2001;0,4246;0,3050;358,7750;71,4489;16,0000;0,9830;-0,0423;-0,3422;-165,2401;False;False;False;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;;False;
22320;6,199995;-0,0140;0,6830;0,0916;33,4463;10,8819;3,3352;True;True;0,2388;0,4278;0,2855;348,8618;83,6128;23,3813;0,3843;0,0508;-0,2541;170,3986;False;False;False;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;;False;
22325;6,259995;-0,0126;0,6819;0,0916;33,7278;11,5081;3,4027;True;True;0,2636;0,4251;0,2858;6,6665;81,2756;5,8372;0,2105;-0,2190;0,2758;-170,8615;False;False;False;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;;False;
22330;6,339995;-0,0109;0,6817;0,0919;33,8996;11,6571;3,4014;True;True;0,2401;0,4157;0,3000;6,9034;80,8854;345,0630;-0,2357;0,0893;0,2090;-161,9852;False;False;False;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;;False;
22335;6,399995;-0,0098;0,6822;0,0918;33,8643;11,2164;3,2807;True;True;0,1767;0,4765;0,3212;8,8919;62,3954;333,0258;-1,6621;0,9271;-0,0735;-156,8581;True;False;False;1,0000;1,0000;1,0000;1,0000;0,0000;0,0000;0,0000;0,0000;a9b7feeb-8da3-4679-bfa0-724a59f76949;False;
22340;6,479995;-0,0101;0,6829;0,0916;33,7185;10,1200;2,4239;True;True;0,0819;0,4921;0,3160;14,2734;55,7343;326,4190;-0,7137;0,0898;0,0984;-156,6716;True;False;False;1,0000;1,0000;1,0000;1,0000;0,0000;0,0000;0,0000;0,0000;a9b7feeb-8da3-4679-bfa0-724a59f76949;False;
22345;6,539995;-0,0112;0,6830;0,0913;33,7058;8,6782;1,4701;True;True;0,0182;0,4739;0,3258;20,9424;47,8571;325,1735;-1,0494;-0,5162;-0,0079;-157,5455;True;False;False;1,0000;1,0000;1,0000;1,0000;0,0000;0,0000;0,0000;0,0000;a9b7feeb-8da3-4679-bfa0-724a59f76949;False;
22355;6,679995;-0,0144;0,6810;0,0924;34,2751;8,0945;1,0397;True;True;-0,0017;0,4064;0,3430;17,1268;38,9536;4,9013;0,7072;-1,1005;0,6068;-163,6725;False;False;False;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;;False;
22365;6,819994;-0,0189;0,6793;0,0949;34,8234;8,3201;1,7531;True;True;0,0998;0,4185;0,2975;6,2011;49,0585;20,1965;0,5909;0,1356;-0,0729;165,7656;False;False;False;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;;True;
22375;6,959994;-0,0179;0,6793;0,0929;34,7795;9,2037;2,3624;True;True;0,1300;0,4401;0,2717;5,9282;58,5704;0,5702;-0,0273;-0,0296;0,0685;-171,1073;False;False;False;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;;False;
22385;7,099994;-0,0157;0,6816;0,0897;34,2675;8,3853;1,2631;True;True;0,0928;0,4777;0,3221;11,9886;60,9402;344,7085;-0,6331;0,2615;0,0971;-166,6368;True;False;False;1,0000;0,9614;0,8534;1,0000;0,0000;0,0000;0,0000;0,0000;54e5bf97-5983-46f0-98d8-1fd727ed2447;False;
22395;7,239994;-0,0154;0,6824;0,0882;33,9954;6,4385;0,3889;True;True;-0,0043;0,4465;0,3219;19,6687;41,3603;329,2454;-0,2318;-0,0528;-0,1802;-154,8453;True;False;False;1,0000;0,9224;0,7054;0,6242;0,0000;0,0000;0,0000;0,0000;54e5bf97-5983-46f0-98d8-1fd727ed2447;False;
22405;7,379994;-0,0196;0,6802;0,0896;34,5334;6,6411;0,6590;True;True;0,0234;0,4368;0,3019;13,6333;44,5176;7,0576;0,2553;0,1130;-0,2345;163,7987;False;False;False;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;;False;
22410;7,439994;-0,0213;0,6792;0,0911;34,9263;7,0407;0,8953;True;True;0,1033;0,4398;0,2860;6,0796;48,9236;18,0168;1,7250;0,0336;-0,3695;161,9883;False;False;False;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;;False;
22415;7,519994;-0,0218;0,6785;0,0913;35,3115;7,5887;1,2757;True;True;0,1409;0,4527;0,2598;358,5983;51,6271;26,3340;0,3482;0,0809;-0,1902;159,9367;False;False;False;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;;True;
22420;7,579994;-0,0207;0,6778;0,0907;35,2727;7,9737;1,5984;True;True;0,1440;0,4468;0,2556;355,7317;49,0791;19,0817;-0,1158;-0,1749;-0,0467;160,1505;False;False;False;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;;False;
22425;7,659994;-0,0192;0,6773;0,0898;35,4253;8,2856;1,5311;True;True;0,1357;0,4397;0,2593;359,5454;60,3760;0,7432;-0,0137;-0,0811;0,0182;171,7185;False;False;False;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;;False;
22430;7,719994;-0,0176;0,6781;0,0888;35,4114;8,1303;1,2819;True;True;0,1058;0,4770;0,2835;6,8951;59,4525;340,0215;-0,7867;0,7380;0,4949;-171,9987;True;False;False;1,0000;0,9364;0,7442;0,9782;0,0000;0,0000;0,0000;0,0000;72fa27b2-c09f-467d-9eca-dbb7b24fd844;False;
22435;7,799994;-0,0165;0,6797;0,0876;34,9398;7,3740;0,5885;True;True;0,0415;0,5005;0,2895;3,6337;49,4996;329,2121;-0,5983;0,1622;-0,0209;-168,9960;True;False;False;1,0000;0,8698;0,7072;0,8534;0,0000;0,0000;0,0000;0,0000;72fa27b2-c09f-467d-9eca-dbb7b24fd844;False;
22440;7,859993;-0,0160;0,6807;0,0869;34,5476;6,6242;0,2278;True;True;-0,0046;0,4796;0,3044;9,2633;38,6217;332,6688;-0,5920;-0,5218;0,6137;-162,4021;True;False;False;1,0000;0,9478;0,8293;0,9397;0,0000;0,0000;0,0000;0,0000;72fa27b2-c09f-467d-9eca-dbb7b24fd844;False;
22450;7,999993;-0,0202;0,6788;0,0896;34,9844;7,0616;0,4593;True;True;0,0068;0,4523;0,3109;358,8156;43,6493;33,9175;0,2816;0,2779;-0,9311;160,8645;False;False;False;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;;False;
22460;8,139997;-0,0220;0,6754;0,0945;36,2075;8,7864;1,3797;True;True;0,1743;0,4411;0,2749;348,0890;69,4750;26,8531;0,5326;0,1653;-0,3635;165,1242;False;False;False;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;;True;
22470;8,28;-0,0171;0,6738;0,0957;36,4159;10,9384;1,9368;True;True;0,2130;0,4212;0,2760;349,1556;67,2359;18,7555;-0,2424;-0,1368;-0,3080;-166,8199;True;False;False;1,0000;1,0000;1,0000;1,0000;0,0000;0,0000;0,0000;0,0000;c660ec1f-efea-46fd-a23c-07f775ae0cb9;False;
22480;8,420003;-0,0126;0,6760;0,0937;36,0325;10,4520;1,2722;True;True;0,0982;0,4983;0,2856;2,3200;63,9001;336,3342;-0,7845;0,0418;0,3587;-163,4385;True;False;False;1,0000;1,0000;1,0000;1,0000;0,0000;0,0000;0,0000;0,0000;c660ec1f-efea-46fd-a23c-07f775ae0cb9;False;
22490;8,560006;-0,0094;0,6775;0,0906;35,5302;8,9090;0,6735;True;True;-0,0227;0,4640;0,3145;11,7228;46,5828;332,1171;-0,5086;-0,1842;0,1140;-157,1649;True;False;False;1,0000;1,0000;1,0000;1,0000;0,0000;0,0000;0,0000;0,0000;c660ec1f-efea-46fd-a23c-07f775ae0cb9;False;
