Frame;Time;HeadPosition_x;HeadPosition_y;HeadPosition_z;HeadRotation_x;HeadRotation_y;HeadRotation_z;HandDetected;HighConfidence;HandPosition_x;HandPosition_y;HandPosition_z;HandRotation_x;HandRotation_y;HandRotation_z;HandVelocity_x;HandVelocity_y;HandVelocity_z;WristTwist;IsPinchGrabbing;IsPalmGrabbing;IsAutogripGrabbing;StrengthThumbIndex;StrengthThumbMiddle;StrengthThumbRing;StrengthThumbPinky;StrengthPalmIndex;StrengthPalmMiddle;StrengthPalmRing;StrengthPalmPinky;GrabIdentifier;MovedCorrectly
28800;0,8599997;0,0028;0,6932;0,0513;24,5498;5,8027;359,9476;True;True;0,0237;0,4959;0,2638;17,3826;51,6553;318,1545;-1,0973;-0,0897;-0,0763;-152,7728;True;False;False;1,0000;1,0000;1,0000;1,0000;0,0000;0,0000;0,0000;0,0000;37aba3a0-4f4a-48e1-adce-c4427aedece6;False;
28810;0,9999996;-0,0081;0,6941;0,0588;24,4354;5,3772;359,8876;True;True;0,0482;0,3868;0,2818;21,0838;45,2889;344,6342;1,3297;-1,2683;-0,4166;-165,7635;False;False;False;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;;False;
28820;1,14;-0,0178;0,6934;0,0639;24,7947;5,1241;0,6215;True;True;0,1412;0,3895;0,2986;25,0727;56,3872;342,3131;1,3639;-0,0227;0,3683;-161,9204;False;False;False;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;;True;
28830;1,279999;-0,0206;0,6941;0,0645;24,7478;5,6949;0,7537;True;True;0,1683;0,3880;0,3108;19,2966;74,6408;359,4317;-0,0431;-0,2127;0,1667;-170,0868;False;False;False;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;;False;
28840;1,419999;-0,0214;0,6940;0,0685;25,0396;4,8316;0,9859;True;True;0,1008;0,4547;0,3292;20,8260;62,8260;333,6054;-0,2791;0,2738;0,1371;-160,7784;True;False;False;1,0000;1,0000;1,0000;1,0000;0,0000;0,0000;0,0000;0,0000;cd11d42b-4be2-4bdf-aa19-bdd24b4e033c;False;
28850;1,559999;-0,0238;0,6931;0,0718;25,4184;2,7990;0,3990;True;True;-0,0141;0,4527;0,2976;27,5408;39,1621;319,6844;-0,4147;-0,2283;-0,1837;-150,4501;True;False;False;1,0000;1,0000;1,0000;1,0000;0,0000;0,0000;0,0000;0,0000;cd11d42b-4be2-4bdf-aa19-bdd24b4e033c;False;
28860;1,699999;-0,0302;0,6927;0,0749;25,2378;2,3635;0,5152;True;True;0,0569;0,4038;0,3188;21,9155;47,7555;358,1635;0,2897;-0,0939;0,1375;-168,4230;False;False;False;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;;False;
28870;1,839999;-0,0335;0,6928;0,0725;25,4595;2,1032;1,3213;True;True;0,1112;0,4081;0,3447;13,4729;77,2747;357,8347;-0,0222;0,1261;0,0785;-167,2708;False;False;False;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;;True;
28875;1,899999;-0,0342;0,6936;0,0724;25,0070;2,1799;1,5566;True;True;0,1032;0,4064;0,3486;15,6220;74,7530;354,7228;-0,2221;0,1899;0,1658;-170,1042;True;False;False;0,9320;1,0000;1,0000;1,0000;0,0000;0,0000;0,0000;0,0000;81d0ce0c-93ee-46c8-98dc-883da0852607;False;
28880;1,979999;-0,0327;0,6932;0,0732;25,3106;2,1453;1,4897;True;True;0,0800;0,4744;0,3535;13,7709;69,7448;338,7026;-0,1359;0,5688;-0,0313;-165,1421;True;False;False;1,0000;1,0000;1,0000;1,0000;0,0000;0,0000;0,0000;0,0000;81d0ce0c-93ee-46c8-98dc-883da0852607;False;
28885;2,039999;-0,0305;0,6926;0,0733;25,8377;2,1319;1,1242;True;True;0,0321;0,4809;0,3494;14,8001;51,9523;317,8803;-1,4250;-0,3347;0,1094;-154,9893;True;False;False;1,0000;1,0000;1,0000;0,9567;0,0000;0,0000;0,0000;0,0000;81d0ce0c-93ee-46c8-98dc-883da0852607;False;
28890;2,119999;-0,0288;0,6916;0,0731;26,0159;2,2944;1,0742;True;True;-0,0182;0,4713;0,3346;18,9819;29,0013;309,5531;-0,4718;-0,2753;-0,2875;-142,9251;True;False;False;1,0000;1,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;81d0ce0c-93ee-46c8-98dc-883da0852607;False;
28895;2,179999;-0,0289;0,6908;0,0732;26,1597;2,6956;0,8085;True;True;-0,0156;0,4379;0,3079;34,1572;31,8090;334,6999;0,5850;-0,5482;-0,3645;-155,2615;False;False;False;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;;False;
28905;2,319999;-0,0317;0,6891;0,0746;26,6304;3,8127;1,3497;True;True;0,0859;0,4226;0,2949;19,1159;60,3636;355,5776;1,2460;0,4878;-0,0757;-166,9907;False;False;False;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;;False;
28915;2,459998;-0,0288;0,6900;0,0729;26,4528;5,6414;1,8003;True;True;0,1756;0,4248;0,3042;11,5691;73,5904;9,8050;0,2490;-0,2571;0,1803;-169,5770;False;False;False;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;;True;
28925;2,599998;-0,0244;0,6904;0,0715;26,4134;5,8144;1,5709;True;True;0,1147;0,4736;0,3221;15,3061;66,7807;337,5557;-0,3297;0,4408;0,0070;-164,9408;True;False;False;1,0000;1,0000;1,0000;1,0000;0,0000;0,0000;0,0000;0,0000;cf2cc7ae-403c-4e56-9f20-b55b7b880037;False;
28935;2,739998;-0,0239;0,6913;0,0712;26,2550;3,6555;0,4361;True;True;-0,0009;0,4610;0,3285;20,3915;39,3708;315,0719;-0,5323;-0,0676;-0,1436;-143,2185;True;False;False;1,0000;1,0000;1,0000;1,0000;0,0000;0,0000;0,0000;0,0000;cf2cc7ae-403c-4e56-9f20-b55b7b880037;False;
28945;2,879998;-0,0278;0,6891;0,0730;26,7666;4,0773;0,7111;True;True;0,0520;0,4039;0,3152;19,4540;43,7417;357,4300;0,3387;-0,1919;0,0019;-166,8579;False;False;False;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;;False;
28955;3,019998;-0,0301;0,6864;0,0766;27,8094;6,5059;1,8716;True;True;0,2201;0,4342;0,2921;13,3657;62,6780;357,4392;0,7178;0,1220;0,0225;-164,5373;False;False;False;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;;True;
28965;3,159998;-0,0291;0,6853;0,0747;28,2333;8,3608;2,2482;True;True;0,2487;0,4161;0,2815;7,4931;83,5595;2,7550;-0,0553;0,0037;0,1264;-172,0203;False;False;False;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;;False;
28975;3,299998;-0,0274;0,6855;0,0743;28,0526;6,6143;1,2102;True;True;0,1429;0,4693;0,3213;9,4527;75,0361;341,2550;-1,0051;0,2687;0,1064;-165,5862;True;False;False;1,0000;1,0000;1,0000;1,0000;0,0000;0,0000;0,0000;0,0000;b8d20388-b57e-4d20-969b-7d2f7a79fa25;False;
28980;3,359998;-0,0269;0,6855;0,0739;28,0925;5,4652;0,5572;True;True;0,0421;0,4812;0,3264;12,0757;63,1187;327,2458;-1,9340;-0,2573;0,3738;-158,7299;True;False;False;1,0000;1,0000;1,0000;1,0000;0,0000;0,0000;0,0000;0,0000;b8d20388-b57e-4d20-969b-7d2f7a79fa25;False;
28985;3,439997;-0,0267;0,6859;0,0737;28,0723;4,8383;0,4649;True;True;-0,0135;0,4607;0,3336;19,8100;50,3182;323,8206;-0,4871;-0,4831;-0,2246;-153,5713;True;False;False;1,0000;1,0000;1,0000;0,9550;0,0000;0,0000;0,0000;0,0000;b8d20388-b57e-4d20-969b-7d2f7a79fa25;False;
28990;3,499997;-0,0285;0,6857;0,0744;27,9144;4,5250;0,4778;True;True;-0,0047;0,4201;0,3271;19,7080;46,9050;340,4418;0,4218;-0,6492;0,2622;-159,8385;False;False;False;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;;False;
28995;3,579997;-0,0309;0,6844;0,0763;28,2927;5,3197;0,6813;True;True;0,0225;0,4187;0,3056;8,8738;56,5625;5,1471;0,3072;0,0106;-0,2540;-170,8516;False;False;False;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;;False;
29000;3,639997;-0,0329;0,6827;0,0788;28,6953;5,8559;1,1287;True;True;0,1128;0,4398;0,3186;7,8592;67,9334;3,9618;2,6470;0,8442;0,4826;-176,9597;False;False;False;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;;True;
29005;3,719997;-0,0333;0,6820;0,0803;29,3322;6,8579;1,4862;True;True;0,1952;0,4348;0,3157;4,9365;78,6280;5,3585;0,6242;-0,1846;-0,1918;-174,4787;False;False;False;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;;False;
29010;3,779997;-0,0324;0,6814;0,0817;29,2414;7,4483;1,8966;True;True;0,2476;0,4106;0,3039;1,1949;88,1870;3,7728;0,9698;-0,4761;-0,4149;-174,5113;False;False;False;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;;False;
29020;3,919997;-0,0270;0,6812;0,0808;29,3830;7,7396;1,4456;True;True;0,2455;0,4037;0,3381;358,5112;89,0246;349,5236;-0,1621;0,1688;0,2118;164,5316;True;False;False;0,7363;1,0000;1,0000;1,0000;0,0000;0,0000;0,0000;0,0000;7b65f164-a030-4511-994b-ec1ad785ff41;False;
29030;4,059997;-0,0200;0,6818;0,0791;29,6919;6,9611;0,5608;True;True;0,0749;0,4934;0,3353;7,2890;65,6369;321,5044;-0,7926;0,1966;0,0427;-158,4317;True;False;False;1,0000;1,0000;1,0000;0,9564;0,0000;0,0000;0,0000;0,0000;7b65f164-a030-4511-994b-ec1ad785ff41;False;
29040;4,199997;-0,0179;0,6818;0,0773;29,5803;5,2562;359,6283;True;True;0,0026;0,4540;0,3220;29,3523;39,1418;337,1103;-0,1212;-0,2263;-0,1000;-158,5782;True;False;False;1,0000;1,0000;1,0000;1,0000;0,0000;0,0000;0,0000;0,0000;7b65f164-a030-4511-994b-ec1ad785ff41;False;
29050;4,339997;-0,0218;0,6802;0,0775;30,0930;4,7178;359,3434;True;True;0,0555;0,4157;0,3181;19,4819;43,2442;9,8561;0,5166;0,3215;-0,2476;158,9152;False;False;False;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;;False;
29060;4,479997;-0,0238;0,6807;0,0785;30,1729;5,3075;0,0378;True;True;0,1451;0,4362;0,3063;8,5131;50,1910;21,2949;0,0011;-0,1541;-0,0171;158,3206;False;False;False;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;;True;
29065;4,539997;-0,0233;0,6805;0,0784;30,2539;5,7178;0,4164;True;True;0,1444;0,4286;0,2989;0,2154;52,3004;12,1792;-0,0616;0,1151;-0,0122;-165,0559;True;False;False;1,0000;1,0000;1,0000;1,0000;0,0000;0,0000;0,0000;0,0000;04d0f3e4-c89d-4367-ab3c-66113592715b;False;
29070;4,619997;-0,0223;0,6808;0,0781;30,2292;5,8950;0,2461;True;True;0,1337;0,4427;0,3138;359,1625;57,6110;351,1015;-0,1630;0,1963;0,2386;-164,2990;True;False;False;1,0000;1,0000;1,0000;1,0000;0,0000;0,0000;0,0000;0,0000;04d0f3e4-c89d-4367-ab3c-66113592715b;False;
29075;4,679996;-0,0220;0,6816;0,0786;30,0744;5,2560;359,7133;True;True;0,0890;0,4838;0,3284;6,7701;52,6440;332,4264;-0,9498;0,3918;0,3304;-154,5098;True;False;False;1,0000;1,0000;1,0000;1,0000;0,0000;0,0000;0,0000;0,0000;04d0f3e4-c89d-4367-ab3c-66113592715b;False;
29080;4,759996;-0,0220;0,6818;0,0794;29,8969;4,4481;359,2052;True;True;0,0487;0,4721;0,3445;14,5064;36,9851;314,1620;-0,4908;-0,1806;0,0488;-146,9506;True;False;False;1,0000;1,0000;1,0000;1,0000;0,0000;0,0000;0,0000;0,0000;04d0f3e4-c89d-4367-ab3c-66113592715b;False;
29085;4,819996;-0,0223;0,6808;0,0798;30,2133;3,9286;359,1618;True;True;0,0240;0,4647;0,3266;19,4456;32,3899;336,0637;-0,0398;-0,1518;-0,3264;-148,4340;False;False;False;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;;False;
29090;4,899996;-0,0252;0,6805;0,0805;30,3260;3,7146;358,9332;True;True;0,0280;0,4472;0,3379;9,8919;41,9604;11,4889;0,1509;-0,1195;0,0648;-159,1932;False;False;False;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;;False;
29095;4,959996;-0,0283;0,6802;0,0826;30,1393;3,4772;359,1822;True;True;0,0666;0,4404;0,3377;5,0405;52,6375;12,6592;1,3084;-0,1395;0,0926;-165,4278;False;False;False;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;;False;
29105;5,099996;-0,0305;0,6787;0,0850;30,6878;4,7219;0,4443;True;True;0,1762;0,4189;0,3508;359,9907;69,9700;13,4992;0,6615;-0,4625;-0,1364;-165,7243;False;False;False;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;;True;
29115;5,239996;-0,0282;0,6775;0,0853;31,0194;5,4921;0,6956;True;True;0,1787;0,4018;0,3484;358,4746;70,5396;348,4252;-0,4899;0,4234;0,1435;-157,8541;True;False;False;1,0000;1,0000;1,0000;1,0000;0,0000;0,0000;0,0000;0,0000;6c1cbbab-bdb9-4e88-9270-3369bb114ee2;False;
29125;5,379996;-0,0243;0,6788;0,0836;30,7541;4,5164;359,5990;True;True;0,0663;0,4626;0,3670;11,5854;50,2228;323,8388;-0,4728;0,0886;0,0235;-154,1172;True;False;False;1,0000;1,0000;1,0000;1,0000;0,0000;0,0000;0,0000;0,0000;6c1cbbab-bdb9-4e88-9270-3369bb114ee2;False;
29135;5,519996;-0,0219;0,6789;0,0813;30,6976;4,9711;359,5207;True;True;0,0066;0,4482;0,3516;15,3606;37,1406;342,1622;0,0734;-0,1915;0,0734;-158,3004;False;False;False;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;;False;
29140;5,579996;-0,0248;0,6781;0,0818;30,7538;5,8383;359,3998;True;True;0,0035;0,4352;0,3189;5,4600;43,7903;2,4485;0,4141;-0,1291;-0,2281;165,1238;False;False;False;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;;False;
29145;5,659996;-0,0248;0,6774;0,0839;30,7971;6,7941;358,5313;True;True;0,0972;0,4361;0,3381;5,4308;44,9513;5,0623;0,7400;0,1353;-0,0035;164,6659;False;False;False;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;;False;
29155;5,799995;-0,0221;0,6762;0,0866;31,0568;11,5030;359,6778;True;True;0,2297;0,4353;0,2657;355,8430;62,1928;17,9019;0,5591;-0,1980;-0,2020;-162,1801;False;False;False;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;;True;
29165;5,939995;-0,0158;0,6746;0,0863;31,7117;13,9316;0,2398;True;True;0,2712;0,3921;0,2760;351,3540;62,7617;355,9796;-0,2783;0,1476;0,0348;-152,8192;True;False;False;1,0000;1,0000;1,0000;1,0000;0,0000;0,0000;0,0000;0,0000;53838c8e-6884-473e-949b-acf290fe9688;False;
29170;5,999995;-0,0133;0,6749;0,0853;31,9096;13,7930;359,9417;True;True;0,2008;0,4481;0,3086;355,1105;60,6736;340,6797;-1,6842;1,2887;1,0621;-151,3170;True;False;False;1,0000;1,0000;1,0000;1,0000;0,0000;0,0000;0,0000;0,0000;53838c8e-6884-473e-949b-acf290fe9688;False;
29175;6,079995;-0,0120;0,6753;0,0854;31,6835;13,0452;359,4048;True;True;0,1228;0,4750;0,3272;0,1512;49,0721;324,9277;-1,1140;0,1086;0,3319;-153,1198;True;False;False;1,0000;1,0000;1,0000;1,0000;0,0000;0,0000;0,0000;0,0000;53838c8e-6884-473e-949b-acf290fe9688;False;
29180;6,139995;-0,0108;0,6748;0,0852;31,9920;11,9546;359,0181;True;True;0,0500;0,4579;0,3518;1,9366;32,6552;314,3307;-1,2763;-0,4571;0,1018;-143,9680;True;False;False;1,0000;1,0000;1,0000;1,0000;0,0000;0,0000;0,0000;0,0000;53838c8e-6884-473e-949b-acf290fe9688;False;
29185;6,219995;-0,0102;0,6748;0,0857;31,9588;11,1522;358,4501;True;True;-0,0106;0,4333;0,3317;10,7005;24,7799;321,9479;-0,3647;-0,5199;-0,1040;-143,1067;True;False;False;1,0000;1,0000;1,0000;1,0000;0,0000;0,0000;0,0000;0,0000;53838c8e-6884-473e-949b-acf290fe9688;False;
29190;6,279995;-0,0127;0,6745;0,0869;32,0374;10,6498;358,3182;True;True;-0,0173;0,3924;0,3227;14,4230;28,9075;338,9891;0,2173;-0,8239;-0,1428;-154,0454;True;False;False;0,2083;0,7492;1,0000;1,0000;0,0000;0,0000;0,0000;0,0000;53838c8e-6884-473e-949b-acf290fe9688;False;
29195;6,359995;-0,0159;0,6732;0,0877;32,2823;10,2250;358,3737;True;True;0,0299;0,3935;0,3165;10,9236;37,8454;359,1236;0,3709;0,2210;-0,1441;-161,8021;False;False;False;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;;True;
29200;6,419995;-0,0178;0,6725;0,0883;32,6795;9,6979;358,8329;True;True;0,0840;0,4210;0,2989;12,5154;50,6840;2,1301;1,1750;0,2808;-0,2544;-166,3795;False;False;False;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;;False;
29210;6,559995;-0,0189;0,6731;0,0871;32,4918;9,4686;358,7272;True;True;0,1260;0,3998;0,3157;358,6688;56,0628;358,7535;0,1798;-0,3486;0,2108;-168,4954;True;False;False;1,0000;1,0000;1,0000;1,0000;0,0000;0,0000;0,0000;0,0000;12ca204f-8e58-42cd-a678-9d4cb5f5dec1;False;
29220;6,699995;-0,0157;0,6749;0,0853;32,1957;8,6941;358,2002;True;True;0,0651;0,4733;0,3376;4,3531;55,8264;332,8687;-0,3445;0,3401;0,0708;-157,1647;True;False;False;1,0000;1,0000;1,0000;1,0000;0,0000;0,0000;0,0000;0,0000;12ca204f-8e58-42cd-a678-9d4cb5f5dec1;False;
29230;6,839994;-0,0150;0,6756;0,0832;31,8729;7,5587;357,8061;True;True;-0,0055;0,4316;0,3327;16,2842;37,7155;336,3639;-0,1123;-0,3450;0,1500;-158,4581;False;False;False;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;;False;
29240;6,979994;-0,0208;0,6735;0,0851;32,0818;8,7124;358,8087;True;True;0,0600;0,4076;0,3157;6,6128;41,3817;2,6242;1,1006;0,1779;0,2637;165,0188;False;False;False;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;;True;
29250;7,119994;-0,0242;0,6711;0,0888;32,8013;13,0246;1,9743;True;True;0,2080;0,4462;0,2756;2,4675;57,0348;13,7341;0,4795;0,2323;-0,2716;-155,5770;False;False;False;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;;False;
29255;7,179994;-0,0245;0,6694;0,0895;33,1475;14,5028;3,0886;True;True;0,2311;0,4198;0,2693;356,2336;64,0493;13,2539;0,2225;-0,8869;0,0455;-160,5554;False;False;False;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;;False;
29260;7,259994;-0,0246;0,6686;0,0900;33,4214;14,6949;3,0898;True;True;0,2507;0,3964;0,2836;353,5414;66,8165;2,2475;0,2382;-0,0962;0,1429;-161,4382;False;False;False;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;;False;
29265;7,319994;-0,0244;0,6695;0,0901;33,2535;14,2393;2,8992;True;True;0,2085;0,4340;0,3030;353,9650;62,6199;352,9782;-1,5992;1,1265;0,0397;-156,9336;True;False;False;1,0000;1,0000;1,0000;1,0000;0,0000;0,0000;0,0000;0,0000;27ac90ea-e9e3-43f1-88e2-bcafeacb4d39;False;
29270;7,399994;-0,0246;0,6704;0,0899;33,0783;12,7731;1,9335;True;True;0,1364;0,4538;0,3169;356,6287;59,0756;337,0881;-0,7135;0,2751;0,1928;-155,2180;True;False;False;1,0000;1,0000;1,0000;1,0000;0,0000;0,0000;0,0000;0,0000;27ac90ea-e9e3-43f1-88e2-bcafeacb4d39;False;
29275;7,459994;-0,0251;0,6710;0,0898;33,0243;10,6429;1,0095;True;True;0,0595;0,4642;0,3231;2,7178;48,2653;325,0207;-1,7947;-0,1289;0,0721;-154,6133;True;False;False;1,0000;1,0000;1,0000;1,0000;0,0000;0,0000;0,0000;0,0000;27ac90ea-e9e3-43f1-88e2-bcafeacb4d39;False;
29280;7,539994;-0,0248;0,6708;0,0901;33,0040;8,8502;0,6558;True;True;0,0076;0,4356;0,3187;12,7112;33,3532;327,9785;-0,4725;-0,1906;-0,2684;-151,7178;True;False;False;1,0000;1,0000;1,0000;1,0000;0,0000;0,0000;0,0000;0,0000;27ac90ea-e9e3-43f1-88e2-bcafeacb4d39;False;
29285;7,599994;-0,0249;0,6704;0,0903;33,0333;7,9606;0,0377;True;True;0,0149;0,4084;0,3215;17,0991;29,0737;354,6473;0,3714;-0,4808;0,2133;-158,9101;False;False;False;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;;True;
29295;7,739994;-0,0269;0,6692;0,0923;33,4857;8,0452;0,4901;True;True;0,1066;0,4209;0,3197;16,6294;32,2296;350,3829;1,6245;0,8838;-0,0307;-152,8085;False;False;False;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;;False;
29305;7,879993;-0,0258;0,6696;0,0917;33,3529;9,8330;1,4905;True;True;0,2144;0,3985;0,3130;4,5856;57,1860;358,8525;0,7829;-0,4674;0,1448;-163,7649;False;False;False;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;;False;
29315;8,019994;-0,0223;0,6714;0,0890;32,9741;10,1149;1,1962;True;True;0,2112;0,4172;0,3313;356,9035;70,5994;352,7252;-0,0487;0,2391;0,1072;-164,6068;True;False;False;1,0000;1,0000;0,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0fd0784b-b54a-4857-911d-f0e14b4f7b41;False;
29325;8,159997;-0,0182;0,6721;0,0861;32,7605;8,5501;359,7473;True;True;0,0852;0,4596;0,3504;7,0399;56,5280;327,1564;-0,4643;-0,1406;0,0552;-155,6522;True;False;False;1,0000;1,0000;1,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0fd0784b-b54a-4857-911d-f0e14b4f7b41;False;
29335;8,3;-0,0170;0,6729;0,0835;32,7743;7,0531;359,3817;True;True;-0,0005;0,4179;0,3261;23,0314;26,1780;343,4801;-0,1711;-0,3033;-0,0993;-155,2127;False;False;False;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;;False;
29345;8,440003;-0,0205;0,6724;0,0834;32,7044;7,0223;359,3777;True;True;0,0586;0,3652;0,3242;17,5650;30,9012;355,6378;0,5890;0,8655;-0,2813;-150,0330;False;False;False;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;;True;
29350;8,500005;-0,0219;0,6720;0,0846;32,8788;6,7802;359,6601;True;True;0,1134;0,4209;0,2987;18,6346;41,1235;359,2053;0,9833;0,4331;-0,1016;-160,0678;False;False;False;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;;False;
